Name,Effects
Preposterous Wealth,"You’re on top of the world and have many fanatic followers from all over the planet. Your wealth is a non-issue and if something is sold somewhere, you can afford it. The limitations of what you’re allowed to obtain/purchase is any kind of Pokémon that are in some way unusual due to being shiny, a strange typing, or having some other oddity about them. You also cannot buy something that is not for sale, for example if a Master Ball is not being sold because it’s a prototype, a collection piece, or out of stock you wouldn’t be able to buy it. Even then, if someone is selling a shiny Pokémon, you pay them and can have it or could commission a talented smith to create a Master Ball over time. In addition, any Rising Star feature that is limited by regional fame is now expanded to a global range."
Authority Figure,"Rangers are protectors of the Pokémon world, acting as an intermediary for humans and Pokémon alike and coming to the aid of anyone in need results in a certain attitude from the general public. When making Diplomacy checks, roll twice and use the better result. You work with and are generally respected by other Rangers. When requesting assistance from a local Ranger station on an important issue, the station is obligated to lend help in some form except for in extraordinary circumstances."
Befriend,"A Ranger’s styler isn’t just a symbol of authority, it’s a valuable tool used to work with wild Pokémon and help your causes. 3/day, as an action, a non-agitated wild Pokémon within 25ft becomes Helpful. This Helpful Pokémon will remain under your guidance until the Helpful Pokémon is hit by an attack, severely distracted, or has helped you in a significant manner once, such as by making an attack. You do not get a list of any Skills or moves you cannot deduce yourself, and it cannot be taken from the area you found it in or it will run away. You may only have one Helpful Pokémon at a time. In addition, when using Pokémon Handling, you may add your Defense or Speed modifier to your skill check instead of your Special Defense modifier."
Companion,"After finding a valuable ally, the Ranger may promote a wild and make them a fellow defender of the Pokémon world. Once per day, make a Helpful Pokémon your Companion. You may only have one Companion at a time. If you give a new Pokémon the Companion title, you free your previous Companion and replace it with your new one. This process makes your Companion Pokémon have at least Loyalty 2. Your Companion Pokémon will be obedient towards the Ranger, regardless of circumstances before being restrained. The Companion Pokémon cannot participate in official battles or contests. The Pokémon cannot be returned to a Poke Ball. Companions are considered Helpful, but act in combat as if they were owned. Companion Pokémon who are replaced by a new Companion Pokémon are still wild and will likely return to the wild. You may have a Companion Pokémon and a Helpful Pokémon at the same time. In addition, you may now use your Befriend feature 5/day."
Dizzy,"Using a stylist with some extra effort lets you disorient Pokémon. 3/day, you may use the attack Stylish Spin."
Part of the Team,"After working with your companion for some time, they’ll smoothly transition onto your team. If you’ve been with your Companion Pokémon for three days, you may capture it without having to roll a capture roll."
Safe Passage,"Rangers find a way to navigate safely in the wild so as not to disturb any wilds. When travelling in the wild out of combat, roll twice while making Acrobatics, Investigate, Perception, or Stealth checks and use the better result."
Ward,"Wild Pokémon going on rampages aren’t unheard of and it’s a Ranger’s duty to stop them before anyone gets hurt, including the rampaging Pokémon. 3/day, as an action, an aggressive or rampaging wild Pokémon within 25ft becomes Helpful. This Helpful Pokémon will remain under your guidance until the Helpful Pokémon is hit by an attack, severely distracted, or has helped the Ranger in a significant manner once, such as by making an attack. You do not get a list of any Skills or moves you cannot deduce yourself, and it cannot be taken from the area you found it in or it will run away. You may only have one Helpful Pokémon at a time. In addition, you may now use your Befriend feature 7/day."
Herder,"It’s not easy, but by using your styler to restrain multiple wilds, you can control more of them to aid you in your fight to protect the world. Using your Befriend feature, you may have up to two Helpful Pokémon at the same time in addition to a Companion Pokémon."
Aid of the Wild,"When working to save the Pokémon world, friendly Pokémon can follow your lead with little direction. Once per day, for a number of rounds equal to your Defense or Speed modifiers, a chosen Helpful Pokémon acts on its own in combat, attacking foes or helping to complete a task without requiring orders. The GM controls the Helpful Pokémon under the effect of this feature. The target does not flee or retreat if injured while under the effects of this feature like another Helpful Pokémon."
Styler Slinger,"Throwing your styler around skillfully has become second nature. As an action, you can use Befriend twice during your turn. You can also use Ward and Befriend as a single action during your turn. If you use Befriend or Ward with your Styler Slinger feature, you still deplete their uses per day. In addition, you may now use your Befriend feature 9/day."
Natural Leader,"Working with wild Pokémon and studying them has led to a natural well of knowledge- you just know how to work with Pokémon that you lasso with you stylist. You know of any special skills, moves, or unusual typing a wild you’ve made into a Helpful Pokémon. In addition, Helpful Pokémon are only dismissed once you dismiss them (usually Helpful Pokémon are dismissed after being hit by an attack, severely distracted, or after helping you in a significant manner once). You may not force Helpful Pokémon to leave their homes, only your Companion can leave wild areas with you."
Wild Commander,"Serving the world of Pokémon comes with special responsibilities, but successfully protecting both people and Pokémon alike until renowned carries a sort of aura that makes wild Pokémon join your cause. You may use Befriend as many times as you’d like per day, and you may use Ward up to 7/day. In addition, using your Befriend feature, you may have up to three Helpful Pokémon at the same time in addition to a Companion Pokémon."
Commander’s Rally,"After serving the world of Pokémon for a long enough time, your presence alone inspires greatness. Once per day, all allied trainers within 30ft of you get +3 to their Attack, Defense, Special Attack, Special Defense and Speed for X rounds of combat, where X is your Defense or Speed modifier."
Courageous Sign,"The first sign that an Invoker learns to create is symbol of the legendary beasts, encouraging Pokémon to help. 3/day, when a Helpful Pokémon is dismissed after performing a task for you, you may make it Helpful again as a free action."
Guardian Sign,"The second sign is the symbol of your legendary protector, helping to defend Pokémon who are in need of aid. 1/day you may use Guardian Sign as your action."
Valiant Sign,"Signing the symbol of the legendary swords of justice empowers your Pokémon. 3/day, as an action, one of your adjacent Pokémon, your Helpful Pokémon, or your Companion Pokémon is given +2 Attack and Special Attack for 10 mins. This cannot be stacked."
Sturdy Sign,"The sign of the legendary golems helps to maintain a Pokémon’s will to keep helping you. 3/day, when a Helpful Pokémon is dismissed by getting attacked by a foe, you may make it Helpful again as a free action."
Soaring Sign,"The sign of the legendary birds temporarily grants a Pokémon the ability to fly in the air. 3/day, as an action you may target one of your Pokémon, your Helpful Pokémon, or your Companion Pokémon and it is granted wings made of light so it can fly at its regular speed for ten minutes."
Healing Sign,"Signing the symbol of the legendary guardian deities restores the strength of a Pokémon in need. 3/ day, as an action, heal target Pokémon HP equal to the sum of your Special Defense and Speed stat."
Swift Sign,"By quickly signing the symbol of the legendary eon duo, you speed up your Companion. Once per day, as an action, your Companion can be issued a command letting them act on the same turn as another one of your Pokémon or Helpful Pokémon who is also being issued a command."
Dark Sign,"The sign of the legendary Pokémon of darkness is used to ward off threats. Once per day, as your action, you may target enemy Pokémon with Dark Sign."
Weather Sign,"By signing the symbol of the legendary forces of nature, you summon a change of weather. Once per day, as an action, use one of the following moves:
Defog, Hail, Haze, Mist, Rain Dance, Standstorm, or Sunny Day."
Decisive Sign,"The symbol of the legendary lake guardians imbues Pokémon with an aura of protection. Once per day, as an action, your target Pokémon or Companion Pokémon’s Defense and Special Defense is raised by 2 for two mins."
Smiting Sign,"Calling forth the symbol of the legendary Tao trio, you loose a bolt of energy from your styler. 3/day, you may use Smite as an action."
Divine Sign,"Signing the symbol of the legendary creator, your Pokémon brings out dormant power within. Once per day, your Pokémon or your Companion Pokémon uses Divine Verdict."
Conspiracy Catcher,"The world of Pokémon is not short of criminal activity and you have a knack for overcoming anyone who’d looking to start trouble for others. Whenever you make a Skill check while confronting or battling any criminal or criminal suspect, add 1 to your rolls. In addition, when using an Insight check against these individuals, you may add your Defense or Speed modifier to your skill check instead of your Special Defense modifier."
Intuition’s Arsenal,"Officers who serve both city and wild have picked up natural tendencies to remain even more vigilant than other Rangers. You gain the following passive abilities; Infiltrator, Inner Focus, Insomnia, Keen Eye."
Detective Training,"Keeping on the lookout is tiring, but with some basic training your companion has got your back. After spending one hour with your Companion, they gain the Skills Stealth and Investigate. Your Companion loses these Skills when they are no longer your Companion."
Partner’s Aid,"Your companion has taken a liking to police work and will help any way it can to succeed in bringing down criminals. If your Conspiracy Catcher feature is applicable to a Skill check and your Companion Pokémon is within 5ft of you, add 3 to your Skill Check."
Disguise,"Sometimes, it’s better if you don’t look like a Ranger. After ten minutes of work, you are unrecognizable unless you reveal who you are to someone else or if they observed you disguising yourself. Your Pokémon, Helpful Pokémon, and Companion Pokémon can recognize you. You may not impersonate anyone with Disguise."
Stop Right There,"When you’ve got a criminal in your sights, you’ll do everything in your power to apprehend them. While chasing a foe, you may move an additional 30ft per round of combat and your Speed modifier is +2 while using any Skills."
Lie Detector,"Catching criminals has revealed various tells that help you understand truth from falsehood. When making Insight skill checks, roll twice and use the better result. In addition, if you’ve talked to anyone for more than two minutes, you can tell if they are lying to you."
Intuition Training,"Your companion has picked up on many of your mannerisms and natural tendencies- after a good training session. After spending three hours with your Companion, they are treated as if they have the following passive abilities; Infiltrator, Inner Focus, Insomnia, Keen Eye."
Restraining Order,"Maneuvering wilds with your styler can help you stop any criminal who might try to get away. You may issue a command to any of your Pokémon, your Helpful Pokémon, or your Companion Pokémon to use the move Block. Helpful Pokémon are not compelled to leave your service until Block’s effect ends."
Master of Disguise,"You’ve studied the trade of infiltration and would say that you’ve mastered impersonation. After one hour of work, you may disguise yourself as a specific person, Pokémon, or even an inanimate object of your size and be unrecognizable as a fake to the eyes of everyone around you. Your voice pass if you succeed a Bluff skill check, but you may roll twice during Bluff skill checks while disguised as someone and use the better result."
What’s That Over There,"Misdirection often lets you get by pesky guards, nosy bystanders, or shady civilians and investigate in unorthodox ways. 3/day, you may distract a target human or Pokémon with a trick or a menial chore for X minutes, where X is equal to your Defense or Speed modifier. The target is compelled to complete whatever task you convince them to do. If they become distracted by something other than you or your chore, or are otherwise alerted, they will stop whatever it is they were doing earlier than normal, if not immediately."
Ultimate Interrogator,"Through whatever means you’ve developed, you’re able to break open any locked lips and find out what you need in order to nab your criminal quarry. After spending twenty minutes with your Companion and a bound criminal foe, they will answer questions you have of them truthfully and as detailed as possible. Ultimate Interrogation must be used in a relatively private space, such as a questioning room in a Ranger Station or a room in a private residence."
Battle Capable Riding,"Using a mount in combat means you’re a part of combat, but your Pokémon’s got you covered. Whenever you are hit by an attack while mounted, your mount may automatically intercept the hit and take the damage for you. If you would have both been hit, only your mount takes damage."
Stick to It,"You’re a natural Pokémon rider and know all the tricks to stay on your mount when riding. When mounted on one of your Pokémon or your Companion Pokémon, you automatically succeed on all checks to remain on your mount caused by attacks and status conditions. You can ride your mounts on their side, while hanging upside down from them, while standing on them or any other odd way of staying on your mount as if you are riding the mount as normal."
All-Terrain Pokémon,"With careful guidance, you’ve trained your Pokémon to navigate anything from rocky crag or oilslicked streets. When mounted on one of your Pokémon or your Companion Pokémon, treat all ground terrain as normal terrain. Your All-Terrain Pokémon feature doesn’t work if your mount can’t swim and is in or under water."
Mount Mobility,"You move as one with your Pokémon and often act in battle simultaneously. Instead of using your Speed to determine your initiative during combat, you may choose to use your mount’s Speed."
Full Speed,"By encouraging your Pokémon, you fly ahead at amazing speeds. 3/day, as an action, your Pokémon or Companion Pokémon who you are mounted on has its Speed raised +4 for 10 mins. The Pokémon cannot have its Speed raised by anything else while benefitting from Full Speed."
Mounted Quick Switch,"Training and practice has led to an amazing maneuver allowing you make a small jump in order to change your mounted Pokémon without a moment between. You can switch out Pokémon you are mounted on to another Pokémon in your Poke Balls without dismounting by placing the new Pokémon in the exact place as a Pokémon you are returning, even if your mount is in motion. You may even switch the type of mount while it is moving (sky to land, sea to sky, etc.)."
Qualified Ride,"It doesn’t matter what you’re riding into battle, your expertise transfers with you, not your ride. Allied trainer’s Pokémon and Helpful Pokémon are treated as your own Pokémon and Companion Pokémon for the purposes of using Rider features."
Ride Pager,"With little effort you can find wilds willing to help you get to where you need to be. While in wild territory you can spend twenty minutes to find a Pokémon who can serve as a mount for yourself or an allied trainer. Once Helpful, the Pokémon will allow itself to be ridden for up to 8 hours or until it has been hit by an attack or given another command that would dismiss it."
Watch and Learn,"By using your styler to steer another Pokémon, you can handle Pokémon you aren’t even riding as well as you handle your own. As long as they are within 10ft of you, allied trainers can benefit from your Battle Capable Riding, AllTerrain Pokémon, Full Speed, and Mounted Quick Switch features."
Charge,"While maneuvering your Pokémon, nothing can stop your advance. 3/day, if you maneuver a Pokémon you are mounted on through a space occupied by any enemy Pokémon, you may make a Charge on Through attack against them. You may still make another attack with your mounted Pokémon at the end of their movement."
Form Up,"On your signal, your ally’s mounted Pokémon group up with you for better maneuvering and mounted combat at your lead. 3/day, you may use Form Up as your action in order to move all allied mounted Pokémon up to 25ft closer to you. Form Up does not take away those Pokémon’s ability to move during their turns. If allied trainers get close enough during this action they may immediately start benefitting from your Watch and Learn feature."
Overrun,"Ready to vanquish any opposition, you and your allies charge forward and destroy any obstacle. Once per day, you, your mount, and each allied mounted Pokémon within 10ft moves forward with you while using your mounted Pokémon’s attack; Stampede."
Operation Gear - Rank 1,"When promoted to a special operations member in the ranger union, you’re given access to the spec. ops. lockers and you may borrow any gear for yourself from any ranger station. At any time, you may have up to 3 Special Operations gear with you from a ranger station. In order to retrieve a new piece of gear, you can return and exchange Spec. Ops. gear at any Ranger stations. Gear is licensed to you and you’ll need to replace any damaged or stolen equipment which may result in disciplinary action from regional captains. As a newly appointed special operations member, you have access to the following 3 pieces of equipment: Coiled Styler Attatchment, Scanner, and Shield Styler Attatchment"
Endure,"Special operatives often combat violent threats, so are trained to hold on whenever possible. Once per day, you may use Endure."
Operation Gear - Rank 2,"Further promotion allows access to additional equipment within the ranger union. You may still only have 3 pieces of Spec. Ops. gear from ranger stations at a time.
Rebreather and Riot Gear"
Riot Gear,"If you’re looking for a fight and don’t mind looking like it, armor up in some riot gear. When taking damage from moves that use the Attack stat to calculate damage, take 5 less damage after applying any weakness or resistances."
Take Down,"Sometimes a reckless tackle is the most reliable tool at your disposal. 3/day, as an action, you may use Take Down. If you are wearing Riot Gear, you do not take damage from the effects of the attack."
Element of Surprise,"By planning stings and operations in order to maximize chances of success without any harm coming to your allies, you’ve figured out the best means of attack in any given situation. During a surprise round of combat, where only you and your allies are attacking, all allies deal +5 damage during attacks before applying weakness and resistance."
Operation Gear - Rank 3,"Further promotion allows access to additional equipment within the ranger union. You may still only have 3 pieces of Spec. Ops. gear from ranger stations at a time.
Control Tactical Launcher - Smoke, and Control Tactical Launcher - Stun"
Retaliate,"A burst of adrenaline can hit you when you see a teammate going down and you’ve learned to channel that surge into a powerful show of force. Once per day, as an action, you may use Retaliate."
Creative Application,"Using the tools given to you by the ranger union, you’ve developed unorthodox means of applying their use against enemies of the Pokémon world. 3/day, if you have the Coiled Styler Attachment with you, you may use the move Slash as an action. If you have the Scanner with you, you may use the move Foresight as an action. 3/day, if you have the Shield Styler Attachment with you, you may use the move Bash as an action. If you have the Rebreather, it lasts now lasts for 1 hour and can be used for up to 45 minutes without needing to be cleaned. If you have the Riot Gear with you, it reduces damage by 15 instead of 5."
Operation Gear - Rank 4,"Further promotion allows access to additional equipment within the ranger union. You may still only have 3 pieces of Spec. Ops. gear from ranger stations at a time.
Suppression Tactical Launcher – Sleep, and Suppression Tactical Launcher – Web, "
Double-Edge,"Surging forward with everything you have, you tackle your quarry. Once per day, as an action, you may use Double Edge. If you are wearing Riot Gear, you do not take damage from the effects of the attack."
Quartermaster,"Once appointed the rank of quartermaster, the ranger union assumes your knowledge and responsibility of the use and distribution of advanced spec. ops. gear. You may check out and borrow as many different spec. ops. gear pieces at a time as you’d like. Only yourself and other rangers may use anything you’ve checked out during any given mission and you are responsible for the return of all equipment borrowed by non-Special Operations rangers."
Food ScAvianger,"Studying nature has led to a knack for surviving in it. After spending twenty minutes in wild terrain, you find enough food and water for a whole day for up to seven humans and/or Pokémon."
Internalized Senses,"Leaving civilization for days at a time is a lot safer now that you have a natural tendency to explore the wild. At any time, you can discern the direction you are facing. You know a complete forecast of the day’s natural weather. You know a rough estimate of the time of day, to the nearest quarter of an hour. In addition, when using Nature, you may add your Defense or Speed modifier to your skill check instead of your Special Attack modifier."
Freeclimbing,Overcoming any terrain is a requirement for a ranger so well versed in the wilds of the world. You do not need to make any Skills checks to navigate any terrain and are not hindered by hindering terrain while moving.
Watch the Sky,"Weather can be bad for different reasons, but careful planning helps you and your Pokémon get through the worst nature can throw at you. Your Pokémon, Helpful Pokémon, and Companion Pokémon are treated as if they have the Overcoat passive ability. In addition, you can tell if wild Pokémon nearby have any way to change the weather through the use of moves, passives, or other abilities."
Pacifier,"Using your styler to help the wilds comes naturally and easily when you’re not working to fight against another Pokémon. Whenever a Helpful Pokémon leaves your care after aiding you, if you did not give it a command to use an attack at another Pokémon you get back on of your uses per day of Befriend or Ward, depending on how you made that Pokémon Helpful."
Archer,"Combating Pokémon is dangerous work, but to survive you’ve mastered the use of the bow and arrow in order to supplement your work in the wild. You may spend one hour in the wild to build your own bow. You may spend one hour in the wild to build twenty arrows. During your turn, as an action, you may use one arrow to use the attack Arrow Cut. In addition, when making accuracy checks with ranged weaponry roll twice and use the better result."
Tent Thatcher,The best camps are made with what the wilds have to offer and you can make safe lodgings for yourself and allies. After spending thirty minutes in the wild you can make a sturdy shelter out of materials in your surroundings large enough for five trainers. The shelters are impossible to recognize as shelters unless standing next to them and wild Pokémon will ignore shelters built by you.
At Ease in the Wild,"You favor the wilds to human civilization and feel better rested when at your true home. Whenever you rest in the wilds for at least 6 hours, you wake up at your max HP, cured of any afflictions. If you are suffering from diseases, have any broken bones or open wounds, these are not automatically healed. You feel well rested after only 6 hours of sleep in the wild."
Natural Guide,"Rangers don’t always travel on their own and others don’t inherently work as well in the wild as their guide, except when they’re with you. While in the wild, difficult terrain does not slow you or any of your allies, you and your allies cannot become lost unless they are more than a mile away from you, and you and your allies do not suffer any penalties on Perception skill checks even while engaged in other activities."
Natural Medicine,"The world is filled with natural cures and aid; your expertise allows you to find and use it all. Once per day, after one hour of foraging in the wilds and then one hour of working on yourself or a patient, you heal yourself or a patient to max HP, close any open wounds, and set and put into casts any broken bones."
Pokémon Whisperer,"At times, you are one with the wilds and do not even need your styler to command wild Pokémon. You may issue commands to wild Pokémon as if they are Helpful if the commands are for them to move away from yourself and your allies, to help complete a task related to making shelter or gathering food, or help to work against a natural nonPokémon disaster."
One with Nature,"You could do anything in the wilds and never need to revisit a city or town ever again. When making skills checks out of combat in the wild, roll three times and use the best result. When rolling accuracy checks in the wild, you and your Companion Pokémon roll twice and use the better result. When targeted by an attack while in the wilds, foes must roll +2 during accuracy checks to hit you. You and your Companion Pokémon do not initiate attacks of opportunity from foes while in the wild. You are immune to afflictions while in the wild."
Field Commander,"Your expertise helps to see lines of strategy that might not necessarily need the help from one of your Pokémon in any given moment and by working with your allied trainers, you can help to turn tides and dominate the ever-flowing field of combat. You may issue commands to allied Pokémon who has not already acted during this round of combat. There must be understood consent from the Pokémon’s trainer unless they are unconscious. Pokémon may still only act once per round of an encounter. You still may only issue one command per round."
Walking Encyclopedia,You’ve already memorized it all. Every aspect of the Pokédex is lodged away in your head. You may look through the Pokédex books as much as you’d like without having used a Pokédex on a Pokémon.
Game Plan,"By sharing various plans with teammates to employ while researching in the field, you’re ready to initiate strategies with various signals. 3/day as an action, move yourself, all allied trainers, and allied Pokémon within 30 ft of you, X multiplied by 5 ft, where X is your Special Attack or Special Defense modifier. There must be understood consent from any allied Pokémon’s trainer unless they are unconscious. Unconscious or afflicted allied trainers and Pokémon cannot be moved by Game Plan."
Repel Crafting,"Advanced study of chemistry and an expansive knowledge of Pokémon has enabled you create concoctions repulsive to unfriendly Pokémon. After one hour of work, you can create a Home Made Repel. Name the concoction whatever you’d like out of whatever ingredients you’d like. The concoction loses its potency after 24 hours and becomes a useless solution of liquid."
Critical Advice,"By noticing and pointing out a weakness in a foe’s defenses, you help to refocus your group’s efforts to take down a threat. 3/day, once per turn as a free action, choose any target. Whenever you, an allied Trainer, or an allied Pokémon attacks a target you chose with the Critical Advice feature, their attacks are critical hits on naturally rolled 18-20 during accuracy check for the remainder of combat."
Demoralize,"Your highbrow banter is particularly harsh and can really ruin your foe’s concentration. 3/day as an action you can use Demoralize. Until your next turn, any attacks made against yourself, allied trainers, or allied Pokémon have -2 during accuracy check."
Fighting Read,"A quick study of a Pokémon’s behaviors can give away much more about itself than their trainer may want it to. 3/day, as an action, the Pokémon you target with your Fighting Read feature within 25ft has any secrets revealed. You learn the target’s exact move list, current HP, held items, and anything unusual things about its typing, or stats."
Investigative Ingenuity,"Intuitive observation skills have served well in combat, but with little focus, you’ve applied your abilities to all occasions. While using your Investigate or Perception skills, you roll twice and use the better result."
Tactical Strike,"Careful timing during the rhythm of battle can save others and turn the tide of battle in your favor. By practice more signals, your friends can work with you to win in more situations. 3/day, as an action, you may issue a command to an allied Pokémon who has acted during this round of combat. The command you issue must be to use an At-Will frequency move they know. The Pokémon may not use that At-Will move during their next turn. There must be understood consent from the Pokémon’s trainer unless they are unconscious."
Walking Doctorate,"Knowledge of the world comes easy and nothing stops your constant intellectual growth. By looking at a Pokémon, you can tell if it has any unusual characteristics that would not be found in a Pokédex book (such as different typing, significantly altered stats, etc.). You also can instantly identify any item, regardless of origin, and know its intended use though you might not be able to efficiently use it as intended. You can also identify any special talents of a trainer just my looking at them (what advanced classes they might have)."
Poké Linguist,"It doesn’t come easy, but with careful study and practice you learn to mimic and vocalize various Pokémon languages. By spending a total of thirty hours studying any species of Pokémon, you can speak to and understand that species of Pokémon in its tongue and all with all of its evolutions or preevolutions related to that Pokémon. You can only study one Pokémon language at a time."
Strategic Sabotage,"Your careful placement and deliberate means of intimidate can set up perfect moments for your entire party. Once per day, as an action, move yourself, all trainers, and Pokémon within 45 ft of you, X multiplied by 5 ft, where X is your Special Attack or Special Defense modifier. Unconscious or afflicted allied trainers and Pokémon cannot be moved by Strategic Sabotage. Strategic Sabotage may be used as the first action of a round of combat regardless of your Speed."
Grand Strategist,"Obsessive studying and long nights figuring out the optimal means of tactical deployment has molded you into a master strategist. Whenever yourself, an allied trainer, or allied Pokémon within 30ft of you uses an action or attacks, they may move 10ft afterwards. Whenever you issue a command to a Pokémon, the Pokémon gets +2 during its accuracy check. Whenever you use an item on an adjacent ally, using the item is a free action once per turn. Finally, whenever you return a Pokémon to its Poke Ball and send out another Pokémon, it may act last during that round of combat instead of waiting for the next round of combat if you hAvian’t issued a command yet during that round of combat."
Adventuring Historian,"You’ve studied geological history obsessively and know everything there is to know about ancient history and exploring underground. Whenever making a History skill check or any skill check related to digging downwards, exploring underground, or exploring ruins, roll twice and use the better result."
Quick Dig,"Digging and investigating downwards is the best way to find out more about the world’s past and you’re a master excavator. Using any shovel, over the course of ten minutes, you dig a 5ft3 hole in the ground. If anything is revealed in the space you dig up, you uncover it without damaging it. You need breaks to excavate this quickly and without damaging potential specimens. You can spend 3mins concealing any dug holes and looks like regular ground unless spotted with the Investigate or Perception skills. You can’t use Quick Dig for more than twenty minutes at a time without a 10min break and can’t use Quick Dig for more than 3 hours per day."
Stone Finder,"Subterranean rock patterns are obvious to you, a studied geologist. Using your genius, you know where to find evolutionary stones or various other treasures! After spending at most one hour using Quick Dig per day, you find an evolutionary stone, weather rock, elemental gem, valuable stone, or on very rare occasions, mega stone or z-crystal. Roll 1d100, subtracting your Special Attack or Special Defense modifier from the result and your GM will reveal what you’ve found."
Superb Spelunker,"You have an intuitive and almost magical sense of direction underground. You cannot get lost underground or in any ruins. When discerning direction of where you’d like to go within an unexplored area, you know what direction to go if you know what specific rooms or items you’re looking for. You also will always find any traps, natural or otherwise, while exploring underground or ruins."
Fossil Finder,"Finding terranean tells of preserved specimens below ground has become natural to you, a studied geologist. Using your ingenuity, you know where to find fossils! After spending at most one hour using Quick Dig per day, you find a piece of a preserved Pokémon fossil which you can immediately identify. Roll 1d100, subtracting your Special Attack or Special Defense modifier from the result and your GM will reveal the species of the fossil you’ve found. The fossil will likely reflect the space you’ve excavated in; a water Pokémon near the ocean, a grass Pokémon in a forest, a rock or fire type near a volcano. If you’re lucky you’ll find an ancient fossils or fossils that might not reflect the Pokémon found locally in modern times."
Fossil Resurrection,"You’ve studied for a long time and finally constructed your very own portable fossil reanimator. Once per day you may use your fossil reanimator for three hours to create an egg from any fossil that will hatch a Pokémon of the matching species. Your reanimator machine needs weekly maintenance and will break into disrepair without you. If you lose or break your reanimator, it takes four hours for you to repair it. You may not use the same fossil sample more than once to create an egg. You may only use your portable fossil reanimator once per day, regardless of the feature you are using."
Sand Trap,"You’re able to rig your excavated holes with a simple trap can could potentially protect you from threats. 3/day, after spending 3mins near one of your holes you’ve made with Quick Dig, you rig it to use the move Sand Tomb on anything that steps over the hole. Use your Special Attack or Special Defense modifier while rolling Sand Tomb’s accuracy check. The hole is concealed and looks like regular ground unless spotted with the Investigate or Perception skills."
Stone Energizer,"Using your reanimator to infused its energies into stones yield fascinating results. Once per day, you may use your fossil reanimator for one hour to give it back its ability to evolve a Pokémon. You may even change it into any other evolutionary stone (Dawn Stone, Dusk Stone, Fire Stone, Ice Stone, Leaf Stone, Moon Stone, Shiny Stone, Sun Stone, Thunder Stone, or Water Stone). You may only use your portable fossil reanimator once per day, regardless of the feature you are using."
Cave In,"You’re set your excavated holes with a dangerous trap that is clearly meant to cause harm. Once per day, after spending 5mins near one of your holes you’ve made with Quick Dig, you rig it to use the move Rock Slide on anything that steps over the hole. Use your Special Attack or Special Defense modifier while rolling Rock Slide’s accuracy check. The hole is concealed and looks like regular ground unless spotted with the Investigate or Perception skills."
Stone Master,"Using your intuition and by simply feeling the earth, you know where to find rare, lost, treasures. After spending at most one hour using Quick Dig per day, you locate a valuable stone, a mega stone, or z-crystal. Roll 1d100, subtracting your Special Attack or Special Defense modifier from the result and your GM will reveal what you’ve found."
Stone Polishing,"Now, you’re able to create radioactive evolution stones that spontaneously evolve any Pokémon. Once per day, you may use your fossil reanimator for six hours to turn an ordinary stone into a Radioactive Evolutionary Stone. Radioactive Evolutionary Stones can be used to evolve any Pokémon instantly, but only maintain their ability for 1 hour. You may only use your portable fossil reanimator once per day, regardless of the feature you are using."
Lovable Atrocities,"Other may call you insane, but you hold the power of history in your hands! Once per week, you can use any two fossils simultaneously with your portable fossil reanimator. The resulting Pokémon egg will hatch a Pokémon that will not be able to evolve but will have aspects of both fossil’s Pokémon combined. Its types will be one type from each of the fossil’s species. Each of its stats should be an average of the two fossil’s species stats. It’s passives and moves should be a combination of the basic available passives and moves from each fossil’s species. All other information about the Pokémon and its appearance is up to you. You may only use your portable fossil reanimator once per day, regardless of the feature you are using."
Capture Point,"Your specialized knowledge of how to use Poké Balls give you an edge while tossing one at wild Pokémon. Whenever you throw a Poké Ball, subtract your Special Attack or Special Defense modifier from the capture roll."
Apricorn Ball,"Basic smiting knowledge and practice has yielded excellent results- hand made Poké Balls made by you. After 30 mins of work with your Poké Ball smith kit, change any apricorn into a Basic Ball."
Poké Ball Repair,"Using spare parts from multiple broken Poke Balls means you can recycle Poké Balls for more uses! After 30 mins of work with your Poké Ball smith kit, you can turn two broken Poké Balls into a Basic Ball, or if the broken Poké Balls are the same type of ball, you turn them into one undamaged version of the same Poké Ball."
Poké Ball Improvements,"Continued work yields better results and your spare time quickly improves every Poké Ball you have laying around. After 1 hour of work with your Poké Ball smith kit, change any Basic Ball into a Great Ball, or a Great Ball into an Ultra Ball."
Type Mod,"Study, focus, and some great ideas has helped you to invent new ways to capture Pokémon with your home crafted Poké Balls. After 1 hour of work with your Poké Ball smith kit, change any Great Ball or Ultra Ball into a Net Ball, Earth Ball, Haunt Ball, Solid Ball, Heat Ball, Mystic Ball, Air Ball, Mold Ball, or Fine Ball. The properties of these unique balls are identical to the Net Ball, but instead of affecting Bug and Water types like the Net Ball, these Balls correspond to the following types. Earth Ball, Grass and Ground; Haunt Ball, Dark and Ghost; Solid Ball, Rock and Steel; Heat Ball, Electric and Fire; Mystic Ball, Dragon and Psychic; Air Ball, Flying and Ice; Mold Ball, Poison and Fighting; Fine Ball, Normal and Fairy."
Time Mod,"Some tweaking on your Poké Ball’s rumble motors have enabled you to create some more advanced Poké Balls. After 1 hour of work with your Poké Ball smith kit, change any Great Ball or Ultra Ball into a Day Ball, Dusk Ball, Quick Ball, Repeat Ball or Timer Ball."
Multiball,"Quick moves and a furious need for capture splits your focus in two ways. 3/day, as an action, you may throw two Poké Balls at two different targets."
