Pokemon,DexNo,Form,NormalPortrait,ShinyPortrait,HP,Attack,Defense,Special Attack,Special Defense,Speed,Type1,Type2,Move 1,Move 2,Move 3,Size,Weight,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Passive 1,Passive 2,Passive 3,Passive 4,Passive 5,Passive 6,Passive 7,Proficiency 1,Proficiency 2,Proficiency 3,Proficiency 4,Proficiency 5,Proficiency 6,Proficiency 7,Proficiency 8,EggGroup1,EggGroup2,Egg Hatch Rate,Habitat 1,Habitat 2,Habitat 3,Habitat 4,Habitat 5,Diet,Rarity,Base Form,Special Form Type,Gigantamax Move,Evolves From,Stage,Legendary HP,Move 4,Move 5,Move 6,Legendary Move 1,Legendary Move 2,Legendary Move 3,Legendary Move 4,Legenadary Passive 1,Legenadary Passive 2,Legenadary Passive 3,Legendary Feature 1,Legendary Feature 2
Phione,489,Base,phione,phione,48,8,8,8,8,8,Water,,Supersonic,Water Pulse,Aqua Ring,Small,Light,Gilled,Glow,Swimmer,,,,,Acid Armor,Hydration,,,,,,Water,Cutesy,Piscian,,,,,,,,,Ocean,,,,,Herbivore,Beings of Nature / Oddities,,,,,3,48,Dive,Rain Dance,,,,,,,,,,
Manaphy,490,Base,manaphy,manaphy,60,10,10,10,10,10,Water,,Supersonic,Water Pulse,Aqua Ring,Small,Light,Gilled,Glow,Swimmer,,,,,Acid Armor,Hydration,,,,,,Water,Cutesy,Piscian,,,,,,,,,Ocean,,,,,Herbivore,Beings of Nature / Oddities,,,,,3,48,Dive,Rain Dance,,,,,,Prince of the Sea,,,,
Darkrai,491,Base,darkrai,darkrai,42,9,9,14,9,13,Dark,,Dream Eater,Dark Pulse,,Large,Medium,Intelligence,Stealth,Phasing,Flight,Mind Lock,,,Nasty Plot,,,,,,,Dark,Psychic,Blades/Claws,Hexwork,Tricky,,,,,,,Cave,Forest,Mountains,,,Psiotroph,Beings of Nature / Oddities,,,,,3,360,,,,Mindreading Disable,Nightmare,Dark Void,,Bad Dreams,,,,
Shaymin,492,Base/Land,shaymin,shaymin,60,10,10,10,10,10,Grass,,Magical Leaf,Air Slash,Energy Ball,Small,Light,Alluring,Telepath,Sprouter,,,,,Natural Cure,Growth,Super Luck,Defense Curl,,,,Flying,Grass,Cutesy,Healer,Winged,,,,,,,Forest,Grasslands,,,,Phototroph,Beings of Nature / Oddities,,,,,3,100,Synthesis,,,Seed Flare,,,,Sky Warrior,,,,
Shaymin,492,Base/Sky,shaymin-sky,shaymin-sky,60,10,8,12,8,13,Grass,Flying,Magical Leaf,Air Slash,Energy Ball,Small,Light,Alluring,Telepath,Sprouter,,,,,Natural Cure,Growth,Super Luck,Defense Curl,,,,Flying,Grass,Cutesy,Healer,Winged,,,,,,,Forest,Grasslands,,,,Phototroph,Beings of Nature / Oddities,,,,,3,100,Synthesis,,,Seed Flare,,,,Sky Warrior,,,,
Arceus,493,Base,arceus,arceus,72,12,12,12,12,12,Normal,,Extreme Speed,Future Sight,Hyper Beam,Gigantic,Superweight,Mind Lock,Telepath,Telekinetic,Strength,Flight,Intelligence,Glow,Cosmic Power,Amnesia,Barrier,,,,,Arceus can know any move,,,,,,,,,,,Space,,,,,Nullivore,Gods,,,,,3,3000,Giga Impact,,,Chosen Metronome,Judgement,,,Multitype,Creator,,,
Victini,494,Base,victini,victini,60,10,10,10,10,10,Psychic,Fire,Confusion,Flame Charge,Zen Headbutt,Small,Light,Flight,Glow,Telepath,Invisibility,Firestarter,,,Agility,Focus Energy,,,,,,Fire,Fighting,Psychic,Cutesy,Energy Blast,,,,,,,Forest,Urban Plants,,,,Ergovore / Herbivore,Beings of Nature / Oddities,,,,,3,140,Reversal,,,VCreate,,,,Victory Star,,,,
Snivy,495,Base,snivy,snivy,30,5,6,5,6,6,Grass,,Tackle,Vine Whip,Wrap,Small,Light,Sprouter,Threaded,Tracker,,,,,Leer,Overgrow,,,,,,Grass,Poison (Melee Attacks),,,,,,"Bind, Leaf Tornado, Vine Whip, Wrap",Field,Grass,10 Days,Grasslands,Field,Forest,,,Omnivore,Rare,,,,,1,,,,,,,,,,,,,
Servine,496,Base,servine,servine,36,6,8,6,8,8,Grass,,Mega Drain,Slam,Leaf Blade,Small,Medium,Sprouter,Threaded,Tracker,Stealth,,,,Growth,Leer,Overgrow,,,,,Grass,Poison (Melee Attacks),Blades/Claws,,,,,"Bind, Leaf Tornado, Vine Whip, Wrap",Field,Grass,10 Days,Grasslands,Field,Forest,,,Omnivore,Rare,,,,Snivy,2,,,,,,,,,,,,,
Serperior,497,Base,serperior,serperior,48,8,10,8,10,11,Grass,,Giga Drain,Gastro Acid,Leaf Storm,Large,Medium,Sprouter,Threaded,Tracker,Stealth,,,,Coil,Leer,Overgrow,Chlorophyll,,,,Grass,Poison (Melee Attacks),Blades/Claws,,,,,"Bind, Leaf Tornado, Vine Whip, Wrap, Frenzy Plant",Field,Grass,10 Days,Grasslands,Field,Forest,,,Omnivore,Rare,,,,Servine,3,,,,,,,,,,,,,
Tepig,498,Base,tepig,tepig,42,6,5,5,5,5,Fire,,Tackle,Ember,Odor Sleuth,Small,Light,Firestarter,Tracker,,,,,,Defense Curl,Tail Whip,Blaze,,,,,Fire,Martial (No Punches/Kicks),,,,,,"Burn Up, Heat Crash, Odor Sleuth",Field,,10 Days,Field,Grasslands,,,,Omnivore,Rare,,,,,1,,,,,,,,,,,,,
Pignite,499,Base,pignite,pignite,54,9,6,7,6,6,Fire,Fighting,Arm Thrust,Flame Charge,Rollout,Medium,Medium,Firestarter,Sinker,Tracker,,,,,Defense Curl,Tail Whip,Blaze,,,,,Fire,Fighting,Bruiser,Martial (No Punches/Kicks),,,,"Burn Up, Heat Crash, Odor Sleuth, Arm Thrust",Field,,10 Days,Field,Grasslands,,,,Omnivore,Rare,,,,Tepig,2,,,,,,,,,,,,,
Emboar,500,Base,emboar,emboar,66,12,7,10,7,7,Fire,Fighting,Assurance,Head Smash,Flare Blitz,Large,Heavy,Firestarter,Sinker,Strength,Tracker,,,,Defense Curl,Tail Whip,Blaze,Reckless,,,,Fire,Fighting,Bruiser,Martial (No Punches/Kicks),Stampeding,,,"Burn Up, Heat Crash, Odor Sleuth, Arm Thrust, Blast Burn",Field,,10 Days,Field,Grasslands,,,,Omnivore,Rare,,,,Pignite,3,,,,,,,,,,,,,
Oshawott,501,Base,oshawott,oshawott,36,6,5,6,5,5,Water,,Tackle,Water Gun,Water Sport,Small,Light,Fountain,Swimmer,,,,,,Tail Whip,Torrent,,,,,,Fighting,Ice,Water,Blades/Claws,,,,Razor Shell,Field,,10 Days,Beach,,,,,Omnivore,Rare,,,,,1,,,,,,,,,,,,,
Dewott,502,Base,dewott,dewott,48,8,6,8,6,6,Water,,Razor Shell,Fury Cutter,Aqua Jet,Medium,Medium,Fountain,Swimmer,,,,,,Focus Energy,Tail Whip,Torrent,,,,,Fighting,Ice,Water,Blades/Claws,,,,Razor Shell,Field,,10 Days,Beach,,,,,Omnivore,Rare,,,,Oshawott,2,,,,,,,,,,,,,
Samurott,503,Base,samurott,samurott,60,10,9,11,7,7,Water,,Slash,Revenge,Aqua Tail,Large,Heavy,Fountain,Swimmer,,,,,,Focus Energy,Swords Dance,Shell Armor,Torrent,,,,Fighting,Ice,Water,Blades/Claws,Bruiser,,,"Razor Shell, Hydro Cannon",Field,,10 Days,Beach,,,,,Omnivore,Rare,,,,Dewott,3,,,,,,,,,,,,,
Patrat,504,Base,patrat,patrat,30,6,4,4,4,4,Normal,,Tackle,Bite,Bide,Small,Light,Stealth,,,,,,,Leer,Keen Eye,,,,,,Elemental Attack EF,Fangs,,,,,,Super Fang,Field,,7 Days,Desert,Field,Savanna,,,Herbivore,Common,,,,,1,,,,,,,,,,,,,
Watchog,505,Base,watchog,watchog,36,9,7,6,7,8,Normal,,Crunch,Confuse Ray,Hypnosis,Medium,Medium,Glow,Stealth,,,,,,Focus Energy,Leer,Rototiller,Analytic,Keen Eye,,,Elemental Attack EF,Fangs,,,,,,Super Fang,Field,,7 Days,Desert,Field,Savanna,,,Herbivore,Common,,,,Patrat,3,,,,,,,,,,,,,
Lillipup,506,Base,lillipup,lillipup,30,6,5,3,5,6,Normal,,Tackle,Bite,Take Down,Small,Light,Tracker,,,,,,,BabyDoll Eyes,Leer,Vital Spirit,,,,,Elemental Attacks E,Fangs,Normal Block,,,,,Odor Sleuth,Field,,10 Days,Field,Mountains,,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Herdier,507,Base,herdier,herdier,42,8,7,4,7,6,Normal,,Crunch,Retaliate,Reversal,Small,Medium,Tracker,,,,,,,Intimidate,Leer,Work Up,Sand Rush,Vital Spirit,,,Elemental Attacks E,Fangs,Normal Block,,,,,Odor Sleuth,Field,,10 Days,Field,Mountains,,,,Omnivore,Uncommon,,,,Lillipup,2,,,,,,,,,,,,,
Stoutland,508,Base,stoutland,stoutland,54,11,9,5,9,8,Normal,,Superpower,Giga Impact,Play Rough,Large,Medium,Tracker,,,,,,,Intimidate,Leer,Work Up,Sand Rush,Scrappy,Vital Spirit,,Elemental Attacks E,Fangs,Normal Block,,,,,Odor Sleuth,Field,,10 Days,Field,Mountains,,,,Omnivore,Uncommon,,,,Herdier,3,,,,,,,,,,,,,
Purrloin,509,Base,purrloin,purrloin,24,5,4,5,4,7,Dark,,Fake Out,Scratch,Pursuit,Small,Light,None,,,,,,,Growl,Limber,,,,,,Dark,Blades/Claws,Fangs,Tricky,,,,,Field,,10 Days,Jungle,Savanna,,,,Carnivore,Common,,,,,1,,,,,,,,,,,,,
Liepard,510,Base,liepard,liepard,36,9,5,9,5,11,Dark,,Slash,Taunt,Night Slash,Medium,Medium,Stealth,,,,,,,Growl,Hone Claws,Nasty Plot,Limber,Prankster,,,Dark,Blades/Claws,Fangs,Tricky,,,,,Field,,10 Days,Jungle,Savanna,,,,Carnivore,Common,,,,Purrloin,3,,,,,,,,,,,,,
Pansage,511,Base,pansage,pansage,30,5,5,5,5,6,Grass,,Scratch,Lick,Vine Whip,Small,Medium,Climber,Threaded,,,,,,Leer,Play Nice,Overgrow,,,,,Grass,Tricky,,,,,,Vine Whip,Field,,10 Days,Forest,Jungle,Woodlands,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Simisage,512,Base,simisage,simisage,48,10,6,10,6,10,Grass,,Fury Swipes,Seed Bomb,Crunch,Medium,Medium,Climber,Threaded,,,,,,Leer,Play Nice,Overgrow,Prankster,,,,Grass,Tricky,,,,,,,Field,,10 Days,Forest,Jungle,Woodlands,,,Omnivore,Uncommon,,,,Pansage,3,,,,,,,,,,,,,
Pansear,513,Base,pansear,pansear,30,5,5,5,5,6,Fire,,Scratch,Lick,Incinerate,Small,Medium,Climber,Firestarter,,,,,,Leer,Play Nice,Blaze,,,,,Fire,Tricky,,,,,,,Field,,10 Days,Forest,Jungle,Volcanoes,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Simisear,514,Base,simisear,simisear,48,10,6,10,6,10,Fire,,Fury Swipes,Flame Burst,Crunch,Medium,Medium,Climber,Firestarter,,,,,,Leer,Play Nice,Blaze,Prankster,,,,Fire,Tricky,,,,,,,Field,,10 Days,Forest,Jungle,Volcanoes,,,Omnivore,Uncommon,,,,Pansear,3,,,,,,,,,,,,,
Panpour,515,Base,panpour,panpour,30,5,5,5,5,6,Water,,Scratch,Lick,Water Gun,Small,Medium,Climber,Fountain,,,,,,Leer,Play Nice,Torrent,,,,,Water,Tricky,,,,,,,Field,,10 Days,Beach,Forest,Jungle,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Simipour,516,Base,simipour,simipour,48,10,6,10,6,10,Water,,Fury Swipes,Scald,Crunch,Medium,Medium,Climber,Fountain,,,,,,Leer,Play Nice,Prankster,Torrent,,,,Water,Tricky,,,,,,,Field,,10 Days,Beach,Forest,Jungle,,,Omnivore,Uncommon,,,,Panpour,3,,,,,,,,,,,,,
Munna,517,Base,munna,munna,48,3,5,7,6,2,Psychic,,Psybeam,Lucky Chant,Yawn,Small,Medium,Hover,,,,,,,Defense Curl,Synchronize,,,,,,Psychic,Energy Blast,,,,,,Moonlight,Field,,10 Days,Urban Abandoned,Urban,,,,Herbivore / Psiovore,Uncommon,,,,,1,,,,,,,,,,,,,
Musharna,518,Base,musharna,musharna,72,6,9,11,10,3,Psychic,,Psychic,Dream Eater,Moonblast,Medium,Medium,Hover,Telekinetic,,,,,,Defense Curl,Synchronize,Telepathy,,,,,Psychic,Energy Blast,,,,,,Misty Explosion,Field,,10 Days,Urban Abandoned,Urban,,,,Herbivore / Psiovore,Uncommon,,,,Munna,3,,,,,,,,,,,,,
Pidove,519,Base,pidove,pidove,30,6,5,4,3,4,Normal,Flying,Gust,Quick Attack,Air Cutter,Small,Featherweight,Flight,Guster,,,,,,Growl,Leer,Big Pecks,,,,,Flying,Avian,Winged,,,,,,Flying,,10 Days,Field,Forest,Grasslands,Urban,,Omnivore,Common,,,,,1,,,,,,,,,,,,,
Tranquill,520,Base,tranquill,tranquill,36,8,6,5,4,7,Normal,Flying,Roost,Taunt,Air Slash,Small,Medium,Flight,Guster,,,,,,Growl,Leer,Super Luck,Big Pecks,,,,Flying,Avian,Winged,,,,,,Flying,,10 Days,Field,Forest,Grasslands,Urban,,Omnivore,Common,,,,Pidove,2,,,,,,,,,,,,,
Unfezant,521,Base,unfezant,unfezant,48,12,8,7,6,9,Normal,Flying,Swagger,Facade,Sky Attack,Medium,Medium,Flight,Guster,,,,,,Feather Dance,Leer,Super Luck,Big Pecks,,,,Flying,Avian,Winged,,,,,,Flying,,10 Days,Field,Forest,Grasslands,Urban,,Omnivore,Common,,,,Tranquill,3,,,,,,,,,,,,,
Blitzle,522,Base,blitzle,blitzle,30,6,3,5,3,8,Electric,,Quick Attack,Shock Wave,Flame Charge,Small,Medium,Zapper,,,,,,,Tail Whip,Lightning Rod,,,,,,Electric,Fire,,,,,,,Field,,10 Days,Plains,Savanna,,,,Herbivore,Uncommon,,,,,1,,,,,,,,,,,,,
Zebstrika,523,Base,zebstrika,zebstrika,48,10,6,8,6,12,Electric,,Pursuit,Stomp,Wild Charge,Medium,Heavy,Zapper,,,,,,,Agility,Tail Whip,Lightning Rod,Motor Drive,Sap Sipper,,,Electric,Fire,,,,,,Ion Deluge,Field,,10 Days,Plains,Savanna,,,,Herbivore,Uncommon,,,,Blitzle,3,,,,,,,,,,,,,
Roggenrola,524,Base,roggenrola,roggenrola,36,8,9,3,3,2,Rock,,Headbutt,MudSlap,Rock Blast,Small,Medium,Burrow,Sinker,,,,,,Harden,Sturdy,,,,,,Ground,Rock,,,,,,"Explosion, SelfDestruct",Mineral,,10 Days,Cave,Mountains,,,,Phototroph / Terravore,Common,,,,,1,,,,,,,,,,,,,
Boldore,525,Base,boldore,boldore,42,11,11,5,4,2,Rock,,Smack Down,Power Gem,Rock Slide,Medium,Heavy,Burrow,Sinker,,,,,,Iron Defense,Sturdy,Weak Armor,,,,,Ground,Rock,,,,,,"Explosion, SelfDestruct",Mineral,,10 Days,Cave,Mountains,,,,Phototroph / Terravore,Common,,,,Roggenrola,2,,,,,,,,,,,,,
Gigalith,526,Base,gigalith,gigalith,54,14,13,6,8,3,Rock,,Stealth Rock,Stone Edge,SelfDestruct,Large,Superweight,Burrow,Sinker,,,,,,Iron Defense,Sand Force,Sturdy,Weak Armor,,,,Ground,Rock,Stampeding,,,,,"Explosion, SelfDestruct",Mineral,,10 Days,Cave,Mountains,,,,Phototroph / Terravore,Common,,,,Boldore,3,,,,,,,,,,,,,
Woobat,527,Base,woobat,woobat,42,5,4,6,4,7,Psychic,Flying,Confusion,Gust,Assurance,Small,Featherweight,Flight,Telekinetic,,,,,,Cute Charm,,,,,,,Flying,Psychic,Winged,,,,,Heart Stamp,Field,Flying,10 Days,Cave,Forest,,,,Herbivore,Common,,,,,1,,,,,,,,,,,,,
Swoobat,528,Base,swoobat,swoobat,42,6,6,8,6,11,Psychic,Flying,Heart Stamp,Air Slash,Attract,Medium,Medium,Flight,Telekinetic,,,,,,Calm Mind,Cute Charm,,,,,,Flying,Psychic,Winged,,,,,Heart Stamp,Field,Flying,10 Days,Cave,Forest,,,,Herbivore,Common,,,,Woobat,3,,,,,,,,,,,,,
Drilbur,529,Base,drilbur,drilbur,36,9,4,3,5,7,Ground,,Scratch,MudSlap,Metal Claw,Small,Light,Burrow,,,,,,,Hone Claws,Sand Rush,,,,,,Ground,Rock,Blades/Claws,,,,,Fissure,Field,,10 Days,Cave,Desert,,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Excadrill,530,Base,excadrill,excadrill,66,14,6,5,7,9,Ground,Steel,Dig,Drill Run,Horn Drill,Medium,Medium,Burrow,,,,,,,Hone Claws,Swords Dance,Mold Breaker,Sand Force,Sand Rush,,,Ground,Rock,Blades/Claws,Horned,Steel,,,"Fissure, Horn Drill",Field,,10 Days,Cave,Desert,,,,Omnivore,Uncommon,,,,Drilbur,3,,,,,,,,,,,,,
Audino,531,Base,audino,audino,60,6,9,6,9,5,Normal,,Refresh,Attract,Heal Pulse,Medium,Medium,None,,,,,,,Healer,Regenerator,,,,,,Elemental Attacks,Healer,,,,,,Heal Bell,Fairy,,10 Days,Forest,Urban,,,,Herbivore,Rare,,,,,3,,,,,,,,,,,,,
Audino,531,Mega,audino-mega,audino-mega,60,6,13,8,13,5,Normal,Fairy,Refresh,Attract,Heal Pulse,Medium,Medium,None,,,,,,,Healer,Regenerator,Mega Healer,,,,,Elemental Attacks,Healer,,,,,,Heal Bell,Fairy,,10 Days,Forest,Urban,,,,Herbivore,Rare,Audino,Mega,,,3,,,,,,,,,,,,,
Timburr,532,Base,timburr,timburr,48,8,6,3,4,4,Fighting,,Pound,Low Kick,Rock Throw,Small,Medium,None,,,,,,,Focus Energy,Leer,Guts,,,,,Fighting,Rock,Martial (No Kicks),,,,,,Humanshape,,10 Days,Forest,Mountains,,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Gurdurr,533,Base,gurdurr,gurdurr,54,11,9,4,5,4,Fighting,,Chip Away,Rock Slide,Dynamic Punch,Medium,Medium,Strength,,,,,,,Bulk Up,Focus Energy,Leer,Guts,Sheer Force,,,Fighting,Rock,Martial (No Kicks),,,,,,Humanshape,,10 Days,Forest,Mountains,,,,Omnivore,Uncommon,,,,Timburr,2,,,,,,,,,,,,,
Conkeldurr,534,Base,conkeldurr,conkeldurr,66,14,10,6,7,5,Fighting,,Hammer Arm,Stone Edge,Superpower,Large,Heavy,Strength,,,,,,,Bulk Up,Focus Energy,Leer,Guts,Sheer Force,Iron Fist,,Fighting,Rock,Martial (No Kicks),Stampeding,,,,,Humanshape,,10 Days,Forest,Mountains,,,,Omnivore,Uncommon,,,,Gurdurr,3,,,,,,,,,,,,,
Tympole,535,Base,tympole,tympole,30,5,4,5,4,6,Water,,Bubble,Supersonic,Round,Small,Light,Fountain,Flopper,Gilled,Swimmer,,,,Growl,Hydration,,,,,,Ground,Water,Sound,,,,,,Water1,,10 Days,Ponds,Wetlands,,,,Omnivore,Common,,,,,1,,,,,,,,,,,,,
Palpitoad,536,Base,palpitoad,palpitoad,48,7,6,7,6,7,Water,Ground,Bubble Beam,Mud Shot,Aqua Ring,Small,Medium,Fountain,Gilled,Swimmer,,,,,Growl,Hydration,Swift Swim,,,,,Ground,Water,Sound,,,,,Bounce,Water1,,10 Days,Ponds,Wetlands,,,,Omnivore,Common,,,,Tympole,2,,,,,,,,,,,,,
Seismitoad,537,Base,seismitoad,seismitoad,66,10,8,9,8,7,Water,Ground,Acid Spray,Muddy Water,Hyper Voice,Medium,Medium,Fountain,Gilled,Swimmer,,,,,Growl,Hydration,Poison Touch,Swift Swim,Water Absorb,,,Ground,Water,Sound,Stampeding,,,,Bounce,Water1,,10 Days,Ponds,Wetlands,,,,Omnivore,Common,,,,Palpitoad,3,,,,,,,,,,,,,
Throh,538,Base,throh,throh,72,10,9,3,9,5,Fighting,,Body Slam,Circle Throw,Superpower,Medium,Medium,None,,,,,,,Bulk Up,Leer,Guts,Inner Focus,Mold Breaker,,,Fighting,Bruiser,,,,,,"Circle Throw, Mat Block, Storm Throw",Humanshape,,10 Days,Forest,Mountains,,,,Omnivore,Rare,,,,,3,,,,,,,,,,,,,
Sawk,539,Base,sawk,sawk,48,13,8,3,8,9,Fighting,,Brick Break,Retaliate,Close Combat,Medium,Medium,None,,,,,,,Bulk Up,Leer,Inner Focus,Mold Breaker,Sturdy,,,Fighting,Martial (No Punches/Kicks),,,,,,,Humanshape,,10 Days,Forest,Mountains,,,,Omnivore,Rare,,,,,3,,,,,,,,,,,,,
Sewaddle,540,Base,sewaddle,sewaddle,30,5,7,4,6,4,Bug,Grass,Tackle,Bug Bite,Razor Leaf,Small,Light,Threaded,,,,,,,String Shot,Swarm,,,,,,Bug,Grass,,,,,,Sticky Web,Bug,,10 Days,Forest,,,,,Herbivore / Saprophyte,Common,,,,,1,,,,,,,,,,,,,
Swadloon,541,Base,swadloon,swadloon,36,6,9,5,8,4,Bug,Grass,Bide,Protect,Safeguard,Medium,Light,Threaded,,,,,,,String Shot,Chlorophyll,Swarm,Leaf Guard,,,,Bug,Grass,,,,,,"Sticky Web, Grass Whistle",Bug,,10 Days,Forest,,,,,Herbivore / Saprophyte,Common,,,,Sewaddle,2,,,,,,,,,,,,,
Leavanny,542,Base,leavanny,leavanny,48,10,8,7,8,9,Bug,Grass,Slash,XScissor,Leaf Storm,Medium,Medium,Threaded,,,,,,,String Shot,Swords Dance,Chlorophyll,Overcoat,Swarm,,,Bug,Grass,Blades/Claws,,,,,"Sticky Web, Grass Whistle",Bug,,10 Days,Forest,,,,,Herbivore / Saprophyte,Common,,,,Swadloon,3,,,,,,,,,,,,,
Venipede,543,Base,venipede,venipede,18,5,6,3,4,6,Bug,Poison,Rollout,Poison Sting,Pursuit,Small,Light,None,,,,,,,Defense Curl,Screech,Swarm,,,,,Bug,Poison,,,,,,Poison Tail,Bug,,10 Days,Forest,Woodlands,,,,Omnivore,Common,,,,,1,,,,,,,,,,,,,
Whirlipede,544,Base,whirlipede,whirlipede,24,6,10,4,8,5,Bug,Poison,Bug Bite,Protect,Poison Tail,Medium,Medium,None,,,,,,,Iron Defense,Screech,Poison Point,Swarm,,,,Bug,Poison,,,,,,Poison Tail,Bug,,10 Days,Forest,Woodlands,,,,Omnivore,Common,,,,Venipede,2,,,,,,,,,,,,,
Scolipede,545,Base,scolipede,scolipede,36,10,9,6,7,11,Bug,Poison,Venoshock,Venom Drench,Megahorn,Large,Superweight,None,,,,,,,Iron Defense,Screech,Speed Boost,Poison Point,Quick Feet,Swarm,,Bug,Poison,Bruiser,,,,,Poison Tail,Bug,,10 Days,Forest,Woodlands,,,,Omnivore,Common,,,,Whirlipede,3,,,,,,,,,,,,,
Cottonee,546,Base,cottonee,cottonee,24,3,6,4,5,7,Grass,Fairy,Absorb,Leech Seed,Stun Spore,Small,Light,Flight,Sprouter,,,,,,Growth,Prankster,,,,,,Fairy,Flying,Grass,,,,,Grass Whistle,Grass,Fairy,10 Days,Forest,Woodlands,,,,Phototroph,Uncommon,,,,,1,,,,,,,,,,,,,
Whimsicott,547,Base,whimsicott,whimsicott,36,7,9,8,8,12,Grass,Fairy,Gust,Hurricane,Moonblast,Small,Light,Amorphous,Flight,Inflatable,Shrinkable,Sprouter,Guster,,Growth,Cotton Spore,Chlorophyll,Infiltrator,Prankster,,,Fairy,Flying,Grass,,,,,Grass Whistle,Grass,Fairy,10 Days,Forest,Woodlands,,,,Phototroph,Uncommon,,,,Cottonee,3,,,,,,,,,,,,,
Petilil,548,Base,petilil,petilil,30,4,5,7,5,3,Grass,,Absorb,Leech Seed,Sleep Powder,Small,Light,Sprouter,,,,,,,Growth,Chlorophyll,,,,,,Grass,,,,,,,Grass Whistle,Grass,,10 Days,Forest,Woodlands,,,,Phototroph,Uncommon,,,,,1,,,,,,,,,,,,,
Lilligant,549,Base,lilligant,lilligant,42,6,8,11,8,9,Grass,,Teeter Dance,Petal Dance,Petal Blizzard,Medium,Medium,Sprouter,,,,,,,Quiver Dance,Chlorophyll,Own Tempo,Leaf Guard,,,,Grass,Floral,,,,,,"Grass Whistle, Pollen Puff, Teeter Dance",Grass,,10 Days,Forest,Woodlands,,,,Phototroph,Uncommon,,,,Petilil,3,,,,,,,,,,,,,
Basculin,550,Base/East,basculin-bluestriped,basculin-bluestriped,42,9,7,8,6,10,Water,,Headbutt,Aqua Jet,Crunch,Small,Medium,Flopper,Fountain,Gilled,Swimmer,,,,Scary Face,Tail Whip,Adaptability,Mold Breaker,,,,Water,Fangs,Piscian,,,,,,Water2,,10 Days,Lakes,Rivers,,,,Carnivore,Uncommon,,,,,3,,,,,,,,,,,,,
Basculin,550,Base/West,basculin,basculin,42,9,7,8,6,10,Water,,Headbutt,Aqua Jet,Crunch,Small,Medium,Flopper,Fountain,Gilled,Swimmer,,,,Scary Face,Tail Whip,Adaptability,Mold Breaker,,,,Water,Fangs,Piscian,,,,,,Water2,,10 Days,Lakes,Rivers,,,,Carnivore,Uncommon,,,,,3,,,,,,,,,,,,,
Sandile,551,Base,sandile,sandile,30,7,4,4,4,7,Ground,Dark,Bite,Assurance,MudSlap,Small,Medium,Burrow,,,,,,,Moxie,,,,,,,Dark,Ground,Fangs,,,,,,Field,,10 Days,Desert,,,,,Carnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Krokorok,552,Base,krokorok,krokorok,36,8,5,5,5,7,Ground,Dark,Swagger,Crunch,Dig,Medium,Medium,Burrow,,,,,,,Moxie,Anger Point,,,,,,Dark,Ground,Fangs,,,,,,Field,,10 Days,Desert,,,,,Carnivore,Uncommon,,,,Sandile,2,,,,,,,,,,,,,
Krookodile,553,Base,krookodile,krookodile,60,12,8,7,7,9,Ground,Dark,Sandstorm,Earthquake,Outrage,Large,Heavy,Burrow,Groundshaper,,,,,,Moxie,Anger Point,Intimidate,,,,,Dark,Ground,Fangs,Stampeding,,,,,Field,,10 Days,Desert,,,,,Carnivore,Uncommon,,,,Krokorok,3,,,,,,,,,,,,,
Darumaka,554,Base,darumaka,darumaka,42,9,5,2,5,5,Fire,,Rollout,Incinerate,Headbutt,Small,Medium,Firestarter,Heater,,,,,,Hustle,,,,,,,Fire,,,,,,,,Field,,10 Days,Desert,Forest,Mountains,Ruins,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Darumaka,554,Base/Galarian,darumaka-galar,darumaka-galar,42,9,5,2,5,5,Ice,,Taunt,Ice Fang,Headbutt,Small,Medium,Chilled,Freezer,,,,,,Hustle,,,,,,,Ice,,,,,,,,Field,,10 Days,Mountains,,,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Darmanitan,555,Base,darmanitan,darmanitan,66,14,6,3,6,10,Fire,,Belly Drum,Superpower,Zen Headbutt,Large,Heavy,Firestarter,Heater,,,,,,Work Up,Sheer Force,Zen Mode,,,,,Fire,Psychic,Bruiser,,,,,,Field,,10 Days,Desert,Forest,Mountains,Ruins,,Omnivore,Uncommon,,,,Darumaka,3,,,,,,,,,,,,,
Darmanitan,555,Base/Galarian,darmanitan-galar,darmanitan-galar,66,14,6,3,6,10,Ice,,Belly Drum,Ice Punch,Superpower,Large,Heavy,Chilled,Freezer,,,,,,Gorilla Tactics,Work Up,Zen Mode,,,,,Ice,Fire,Bruiser,,,,,,Field,,10 Days,Mountains,,,,,Omnivore,Uncommon,,,,Darumaka (Icy Mountain),3,,,,,,,,,,,,,
